7.559,0.45011,-0.160412,8.9184,No
7.585,0.411803,-0.160412,8.99262,No
7.611,0.380678,-0.146046,8.98304,No
7.637,0.416591,-0.155623,8.9591,No
7.663,0.368707,-0.0502782,8.9184,No
7.689,0.380678,-0.105345,9.10754,No
7.714,0.356736,-0.172383,9.06205,No
7.74,0.45011,-0.19393,8.97586,No
7.766,0.418985,-0.102951,8.9184,No
7.791,0.426168,-0.131681,8.92798,No
7.817,0.411803,-0.126893,8.93516,No
7.843,0.399832,-0.143652,8.97586,No
7.869,0.442927,-0.153229,9.02135,No
7.894,0.428562,-0.174777,8.99023,No
7.919,0.438139,-0.134075,8.94953,No
8.05,0.418985,-0.160412,8.95432,No
8.077,0.371101,-0.122104,8.87052,No
8.102,0.428562,-0.122104,8.80587,No
8.127,0.433351,-0.155623,8.97347,No
8.153,0.423774,-0.148441,8.94713,No
8.177,0.411803,-0.155623,8.95432,No
8.204,0.418985,-0.114922,8.90643,No
8.229,0.471658,-0.177171,8.93277,No
8.255,0.416591,-0.112527,8.95671,No
8.28,0.390255,-0.131681,8.92319,No
8.306,0.397438,-0.146046,9.00699,No
8.332,0.387861,-0.134075,9.01656,No
8.357,0.383072,-0.148441,8.94474,No
8.382,0.438139,-0.146046,8.80827,No
8.516,0.402226,-0.148441,8.99741,No
8.542,0.395043,-0.155623,8.97826,No
8.568,0.416591,-0.112527,9.03572,No
8.593,0.395043,-0.21069,8.85376,No
8.619,0.488417,-0.186748,8.90643,No
8.644,0.347159,-0.0909797,8.94234,No
8.669,0.428562,-0.141258,8.95432,No
8.695,0.45011,-0.143652,8.99262,No
8.72,0.402226,-0.122104,8.91361,No
8.746,0.397438,-0.172383,8.88488,No
8.771,0.435745,-0.102951,8.99023,No
8.861,0.438139,-0.0933739,8.96629,No
8.883,0.447716,-0.0981623,8.94234,No
8.907,0.433351,-0.0814029,8.85136,No
8.975,0.433351,-0.136469,9.02135,No
9.001,0.411803,-0.114922,8.9591,No
9.028,0.47884,-0.0957681,8.93995,No
9.053,0.452504,-0.134075,8.83221,No
9.079,0.399832,-0.158017,8.89446,No
9.104,0.344765,-0.138864,8.91122,No
9.129,0.459687,-0.0909797,8.9184,No
9.155,0.402226,-0.167594,8.93995,No
9.18,0.399832,-0.167594,8.98304,No
9.205,0.397438,-0.146046,8.97826,No
9.231,0.447716,-0.150835,8.25521,No
9.256,0.459687,-0.246603,8.78912,No
9.282,0.339977,-0.0550666,8.91122,No
9.308,0.392649,-0.208296,8.96389,No
9.333,0.399832,-0.114922,8.97586,No
9.468,0.459687,-0.143652,8.84897,No
9.494,0.407014,-0.208296,8.9184,No
9.52,0.418985,-0.177171,9.07163,No
9.545,0.42138,-0.150835,9.05008,No
9.571,0.445322,-0.0909797,8.9591,No
9.595,0.399832,-0.138864,8.89925,No
9.621,0.416591,-0.1652,8.94234,No
9.646,0.454898,-0.138864,8.9591,No
9.671,0.402226,-0.114922,8.97586,No
9.697,0.433351,-0.172383,8.92319,No
9.722,0.397438,-0.117316,8.89925,No
9.748,0.418985,-0.0694318,9.00459,No
9.772,0.454898,-0.0574608,8.93516,No
9.797,0.428562,-0.141258,8.97826,No
9.929,0.414197,-0.143652,8.94234,No
9.956,0.426168,-0.117316,8.99981,No
9.98,0.442927,-0.0885855,8.89685,No
10.006,0.442927,-0.146046,8.98544,No
10.032,0.42138,-0.19393,8.81545,No
10.057,0.402226,-0.131681,8.93277,No
10.083,0.35913,-0.148441,8.99023,No
10.108,0.395043,-0.208296,8.93037,No
10.133,0.411803,-0.117316,8.91361,No
10.159,0.387861,-0.107739,8.97347,No
10.246,0.40462,-0.158017,8.81066,No
10.269,0.464475,-0.071826,9.02375,No
10.291,0.452504,-0.177171,8.97347,No
10.314,0.35913,-0.134075,8.93037,No
10.382,0.438139,-0.117316,8.88488,No
10.409,0.442927,-0.102951,8.90882,No
10.434,0.383072,-0.117316,8.89446,No
10.459,0.380678,-0.174777,8.94713,No
10.485,0.366313,-0.129287,8.93277,No
10.51,0.409409,-0.174777,8.93037,No
10.536,0.466869,-0.155623,8.81545,No
10.56,0.462081,-0.129287,8.90404,No
10.585,0.519542,-0.122104,8.98783,No
10.611,0.366313,-0.114922,8.97107,No
10.636,0.399832,-0.169988,8.97107,No
10.661,0.426168,-0.184354,8.94953,No
10.686,0.395043,-0.126893,8.93516,No
10.712,0.414197,-0.153229,8.9615,No
10.845,0.361524,-0.138864,8.96389,No
10.872,0.385466,-0.112527,8.97107,No
10.896,0.383072,-0.153229,8.98783,No
10.922,0.474052,-0.107739,9.03333,No
10.947,0.435745,-0.143652,8.88967,No
10.972,0.447716,-0.1652,8.94234,No
10.998,0.471658,-0.158017,8.85855,No
11.024,0.411803,-0.0981623,8.96629,No
11.048,0.433351,-0.122104,8.98065,No
11.08,0.387861,-0.162806,8.96868,No
11.105,0.407014,-0.100556,8.95192,No
11.13,0.395043,-0.138864,8.97586,No
11.155,0.366313,-0.148441,9.03333,No
11.18,0.454898,-0.0933739,8.88967,No
11.313,0.435745,-0.155623,9.00938,No
11.338,0.423774,-0.117316,9.06684,No
11.364,0.385466,-0.138864,9.01178,No
11.389,0.390255,-0.112527,8.86333,No
11.415,0.488417,-0.148441,8.97347,No
11.44,0.390255,-0.126893,8.90643,No
11.465,0.471658,-0.153229,8.88249,No
11.491,0.416591,-0.177171,9.02614,No
11.516,0.428562,-0.126893,8.97347,No
11.541,0.452504,-0.148441,8.86333,No
11.566,0.383072,-0.141258,9.01417,No
11.654,0.459687,-0.0742203,8.93755,No
11.677,0.440533,-0.146046,8.87531,No
11.699,0.371101,-0.112527,8.96868,No
11.767,0.435745,-0.134075,9.01896,No
11.793,0.402226,-0.0861913,8.9591,No
11.819,0.430956,-0.146046,8.97107,No
11.844,0.397438,-0.181959,8.93755,No
11.87,0.407014,-0.126893,9.02853,No
11.894,0.493206,-0.177171,8.93037,No
11.919,0.380678,-0.129287,8.9615,No
11.945,0.433351,-0.134075,8.93755,No
11.97,0.442927,-0.198719,8.94234,No
11.996,0.380678,-0.148441,8.98783,No
12.022,0.42138,-0.138864,8.99262,No
12.047,0.445322,-0.0981623,8.89446,No
12.072,0.430956,-0.138864,8.91122,No
12.097,0.440533,-0.179565,8.99741,No
12.231,0.447716,-0.117316,9.0022,No
12.256,0.385466,-0.0766145,8.92798,No
12.282,0.392649,-0.181959,8.95671,No
12.308,0.411803,-0.1652,8.92798,No
12.333,0.409409,-0.0861913,8.98304,No
12.359,0.411803,-0.177171,9.00938,No
12.384,0.411803,-0.174777,8.89446,No
12.41,0.40462,-0.131681,8.94953,No
12.435,0.452504,-0.11971,8.99741,No
12.46,0.435745,-0.138864,8.84658,No
12.486,0.438139,-0.134075,8.97586,No
12.511,0.351948,-0.129287,8.92798,No
12.537,0.426168,-0.143652,8.9615,No
12.564,0.387861,-0.141258,9.0022,No
12.699,0.399832,-0.146046,8.93516,No
12.726,0.462081,-0.160412,8.90882,No
12.751,0.378284,-0.146046,8.97347,No
12.777,0.402226,-0.146046,8.81784,No
12.801,0.402226,-0.138864,8.99741,No
12.828,0.454898,-0.181959,8.98544,No
12.852,0.428562,-0.0837971,8.90882,No
12.877,0.45011,-0.150835,8.9208,No
12.903,0.390255,-0.0933739,8.91361,No
12.928,0.409409,-0.117316,8.94474,No
12.954,0.373495,-0.136469,8.93755,No
13.041,0.45011,-0.153229,8.89207,No
13.065,0.373495,-0.150835,8.86812,No
13.087,0.428562,-0.150835,9.02375,No
13.156,0.464475,-0.162806,8.98544,No
13.181,0.428562,-0.126893,8.87531,No
13.208,0.373495,-0.114922,9.00459,No
13.233,0.47884,-0.110133,8.97347,No
13.258,0.411803,-0.167594,8.96389,No
13.284,0.438139,-0.160412,8.86094,No
13.309,0.474052,-0.160412,8.96868,No
13.334,0.356736,-0.114922,9.01896,No
13.36,0.423774,-0.158017,8.86812,No
13.385,0.380678,-0.143652,8.9615,No
13.411,0.418985,-0.153229,8.9615,No
13.436,0.476446,-0.0814029,8.88488,No
13.461,0.433351,-0.131681,9.01178,No
13.593,0.469264,-0.141258,8.84897,No
13.62,0.395043,-0.129287,8.93277,No
13.645,0.433351,-0.148441,8.99741,No
13.669,0.459687,-0.110133,8.9184,No
13.695,0.442927,-0.174777,9.08839,No
13.72,0.42138,-0.148441,8.90882,No
13.746,0.383072,-0.158017,8.94713,No
13.771,0.414197,-0.105345,8.95192,No
13.796,0.430956,-0.126893,8.93037,No
13.822,0.371101,-0.141258,9.01417,No
13.847,0.45011,-0.138864,8.91601,No
13.873,0.392649,-0.21069,8.98304,No
13.897,0.402226,-0.155623,8.99502,No
13.922,0.430956,-0.11971,8.99023,No
14.054,0.390255,-0.148441,8.98304,No
14.08,0.390255,-0.122104,8.96629,No
14.105,0.40462,-0.146046,8.83221,No
14.13,0.409409,-0.1652,8.9615,No
14.156,0.411803,-0.100556,8.98783,No
14.181,0.4956,-0.146046,9.03333,No
14.207,0.390255,-0.146046,9.07881,No
14.233,0.414197,-0.131681,8.97826,No
14.257,0.438139,-0.179565,8.93755,No
14.283,0.428562,-0.122104,8.91361,No
14.309,0.442927,-0.0957681,8.88009,No
14.334,0.474052,-0.167594,8.97347,No
14.426,0.397438,-0.11971,8.90164,No
14.45,0.395043,-0.122104,8.95192,No
14.472,0.440533,-0.162806,8.93516,No
14.542,0.454898,-0.146046,8.99023,No
14.568,0.462081,-0.126893,8.92319,No
14.593,0.390255,-0.105345,9.02853,No
14.619,0.45011,-0.112527,8.93037,No
14.644,0.37589,-0.122104,8.98065,No
14.669,0.409409,-0.1652,8.8777,No
14.694,0.447716,-0.114922,8.87531,No
14.72,0.395043,-0.0885855,8.91601,No
14.746,0.435745,-0.146046,9.06924,No
14.776,0.397438,-0.177171,8.87052,No
14.801,0.392649,-0.0981623,8.94474,No
14.827,0.426168,-0.138864,8.97347,No
14.852,0.385466,-0.0861913,8.88249,No
14.984,0.42138,-0.222661,8.88967,No
15.01,0.3304,-0.0933739,8.94713,No
15.036,0.385466,-0.112527,8.97826,No
15.061,0.440533,-0.172383,8.94234,No
15.086,0.407014,-0.143652,8.99023,No
15.112,0.399832,-0.179565,9.00459,No
15.137,0.445322,-0.11971,8.96629,No
15.163,0.440533,-0.105345,9.01178,No
15.187,0.411803,-0.0814029,8.93037,No
15.213,0.387861,-0.177171,8.97826,No
15.239,0.426168,-0.0933739,8.93516,No
15.263,0.414197,-0.136469,8.86094,No
15.289,0.430956,-0.129287,9.08121,No
15.314,0.452504,-0.148441,8.93516,No
15.441,0.466869,-0.107739,8.93516,No
15.466,0.409409,-0.124499,8.89207,No
15.492,0.442927,-0.162806,8.97347,No
15.517,0.395043,-0.172383,9.01178,No
15.542,0.42138,-0.114922,8.98783,No
15.567,0.356736,-0.105345,8.94474,No
15.592,0.392649,-0.146046,8.85136,No
15.618,0.344765,-0.131681,9.0022,No
15.643,0.402226,-0.184354,8.97826,No
15.668,0.442927,-0.136469,8.92558,No
15.694,0.536301,-0.0622493,8.87291,No
15.719,0.430956,-0.134075,8.9591,No
15.807,0.383072,-0.146046,8.94713,No
15.831,0.476446,-0.0861913,8.94953,No
15.895,0.426168,-0.143652,8.77954,No
15.92,0.402226,-0.110133,9.00938,No
15.946,0.440533,-0.122104,9.00459,No
15.971,0.433351,-0.0885855,8.96389,No
15.997,0.428562,-0.148441,8.92798,No
16.023,0.454898,-0.153229,8.98304,No
16.047,0.407014,-0.105345,8.9208,No
16.073,0.40462,-0.105345,8.78432,No
16.097,0.488417,-0.129287,9.0405,No
16.124,0.399832,-0.148441,8.98783,No
16.149,0.407014,-0.177171,8.90404,No
16.174,0.435745,-0.122104,8.96389,No
16.199,0.397438,-0.100556,8.94713,No
16.225,0.426168,-0.155623,8.94234,No
16.35,0.366313,-0.126893,8.99262,No
16.376,0.4956,-0.129287,8.88728,No
16.402,0.366313,-0.146046,8.97586,No
16.428,0.373495,-0.158017,8.93516,No
16.453,0.418985,-0.143652,8.90404,No
16.478,0.459687,-0.162806,8.87052,No
16.503,0.442927,-0.0981623,8.98304,No
16.529,0.447716,-0.100556,8.93516,No
16.554,0.462081,-0.122104,8.8777,No
16.579,0.378284,-0.136469,8.87531,No
16.604,0.42138,-0.169988,9.13388,No
16.629,0.416591,-0.141258,8.93037,No
16.655,0.409409,-0.167594,8.9208,No
16.68,0.397438,-0.11971,8.92558,No
16.81,0.416591,-0.146046,9.0429,No
16.835,0.4956,-0.174777,8.90882,No
16.861,0.383072,-0.186748,9.05248,No
16.886,0.40462,-0.138864,8.9208,No
16.912,0.435745,-0.131681,8.95671,No
16.937,0.409409,-0.102951,8.90882,No
16.962,0.459687,-0.110133,8.91601,No
16.988,0.452504,-0.114922,8.89446,No
17.014,0.428562,-0.110133,8.94474,No
17.039,0.383072,-0.158017,8.94474,No
17.064,0.414197,-0.169988,9.05966,No
17.151,0.371101,-0.148441,8.91601,No
17.174,0.445322,-0.148441,8.99741,No
17.197,0.457293,-0.100556,8.97107,No
17.26,0.438139,-0.186748,8.93755,No
17.287,0.509965,-0.131681,8.98783,No
17.312,0.414197,-0.136469,9.04769,No
17.337,0.402226,-0.148441,8.91122,No
17.362,0.490811,-0.189142,8.96389,No
17.387,0.339977,-0.126893,8.96389,No
17.413,0.438139,-0.126893,8.88488,No
17.438,0.454898,-0.105345,8.96629,No
17.463,0.368707,-0.102951,8.81066,No
17.489,0.430956,-0.112527,8.9184,No
17.514,0.40462,-0.153229,8.97107,No
17.54,0.438139,-0.217872,8.98783,No
17.566,0.426168,-0.136469,8.92558,No
17.591,0.380678,-0.124499,8.84897,No
17.719,0.440533,-0.153229,8.96389,No
17.746,0.47884,-0.138864,8.9208,No
17.77,0.414197,-0.191536,8.92798,No
17.795,0.483629,-0.11971,8.94953,No
17.821,0.409409,-0.136469,8.97826,No
17.846,0.414197,-0.208296,8.85136,No
17.872,0.390255,-0.189142,8.88249,No
17.897,0.548272,-0.114922,9.46667,No
17.922,0.691924,-0.179565,9.07881,No
17.948,0.373495,-0.131681,9.05008,No
17.972,0.117316,-0.0766145,8.92319,No
17.998,0.35913,-0.0981623,9.06924,No
18.024,0.383072,-0.143652,8.95671,No
18.048,0.423774,-0.0909797,8.9615,No
18.176,0.414197,-0.134075,8.93516,No
18.202,0.416591,-0.131681,8.94234,No
18.228,0.474052,-0.141258,9.01896,No
18.253,0.366313,-0.153229,8.88728,No
18.279,0.433351,-0.141258,9.03572,No
18.303,0.35913,-0.1652,9.165,No
18.329,1.25456,-0.0383072,8.99981,No
18.354,0.411803,-0.347159,8.97586,No
18.379,0.299275,-0.184354,8.97107,No
18.405,0.368707,-0.0646434,8.9184,No
18.436,0.308852,-0.143652,8.89925,No
18.524,0.462081,-0.234632,8.96629,No
18.547,0.428562,-0.172383,8.98783,No
18.57,0.423774,-0.141258,8.99023,No
18.632,0.414197,-0.196325,8.93755,No
18.658,0.402226,-0.0742203,8.82981,No
18.683,0.387861,-0.146046,8.97107,No
18.708,0.385466,-0.105345,9.0022,No
18.734,0.387861,-0.134075,8.88488,No
18.759,0.438139,-0.160412,8.96629,No
18.785,0.392649,-0.0957681,8.90164,No
18.81,0.459687,-0.110133,9.02853,No
18.835,0.462081,-0.102951,9.0022,No
18.861,0.45011,-0.122104,8.96389,No
18.885,0.356736,-0.0909797,8.85855,No
18.912,0.442927,-0.1652,8.96389,No
18.937,0.423774,-0.155623,8.93277,No
18.961,0.407014,-0.155623,8.94234,No
19.092,0.407014,-0.162806,8.91601,No
19.119,0.409409,-0.136469,8.87291,No
19.144,0.349553,-0.220267,9.03811,No
19.168,0.447716,-0.0981623,8.99262,No
19.194,0.438139,-0.0981623,8.95192,No
19.22,0.435745,-0.155623,8.98783,No
19.246,0.459687,-0.114922,8.98304,No
19.271,0.414197,-0.0957681,8.95671,No
19.295,0.395043,-0.177171,8.84897,No
19.322,0.402226,-0.146046,8.89207,No
19.346,0.454898,-0.141258,8.93037,No
19.372,0.397438,-0.169988,8.89446,No
19.397,0.462081,-0.213084,9.11473,No
19.422,0.416591,-0.143652,9.01417,No
19.549,0.445322,-0.143652,9.01417,No
19.575,0.440533,-0.186748,8.98783,No
19.6,0.536301,-0.172383,8.87291,No
19.626,0.349553,-0.205901,8.9184,No
19.652,0.426168,-0.11971,8.92798,No
19.676,0.390255,-0.071826,8.90404,No
19.702,0.354342,-0.160412,8.94474,No
19.728,0.474052,-0.148441,8.97586,No
19.752,0.507571,-0.141258,8.93516,No
19.778,0.411803,-0.227449,8.91601,No
19.803,0.433351,-0.122104,8.94234,No
19.892,0.402226,-0.102951,8.94713,No
19.916,0.392649,-0.129287,9.0405,No
19.938,0.378284,-0.153229,8.91361,No
20.004,0.395043,-0.150835,8.93755,No
20.031,0.430956,-0.138864,8.92558,No
20.056,0.466869,-0.138864,8.94713,No
20.082,0.392649,-0.1652,8.94474,No
20.107,0.411803,-0.148441,8.93516,No
20.132,0.459687,-0.110133,8.98304,No
20.157,0.452504,-0.146046,8.96389,No
20.182,0.430956,-0.138864,8.98065,No
20.208,0.438139,-0.126893,8.84658,No
20.233,0.385466,-0.148441,8.87531,No
20.258,0.366313,-0.105345,8.95192,No
20.284,0.414197,-0.186748,8.9591,No
20.309,0.397438,-0.155623,8.98304,No
20.334,0.397438,-0.11971,8.9615,No
20.464,0.428562,-0.134075,8.94953,No
20.491,0.430956,-0.117316,8.97107,No
20.516,0.392649,-0.11971,8.89446,No
20.541,0.378284,-0.0933739,8.92319,No
20.567,0.380678,-0.102951,8.96868,No
20.591,0.373495,-0.160412,8.87531,No
20.617,0.423774,-0.110133,8.99502,No
20.642,0.378284,-0.129287,8.92798,No
20.667,0.488417,-0.158017,8.98783,No
20.692,0.392649,-0.158017,8.94713,No
20.717,0.392649,-0.131681,8.8777,No
20.743,0.426168,-0.114922,8.91601,No
20.768,0.361524,-0.131681,8.99981,No
20.793,0.416591,-0.19393,8.92319,No
20.924,0.397438,-0.191536,8.93277,No
20.95,0.399832,-0.117316,8.90882,No
20.975,0.438139,-0.107739,8.97347,No
21,0.411803,-0.143652,8.87291,No
21.026,0.430956,-0.107739,9.05248,No
21.051,0.35913,-0.11971,8.89925,No
21.077,0.497994,-0.129287,8.91601,No
21.101,0.423774,-0.167594,8.87291,No
21.127,0.471658,-0.11971,8.84897,No
21.152,0.399832,-0.150835,8.88728,No
21.177,0.411803,-0.150835,8.9208,No
21.265,0.385466,-0.215478,9.00938,No
21.289,0.414197,-0.129287,8.84658,No
21.311,0.445322,-0.172383,9.00938,No
21.375,0.459687,-0.129287,8.94474,No
21.401,0.462081,-0.169988,8.95192,No
21.427,0.402226,-0.1652,8.95192,No
21.453,0.392649,-0.160412,8.97826,No
21.478,0.428562,-0.134075,8.92319,No
21.502,0.430956,-0.0694318,8.99023,No
21.529,0.445322,-0.126893,8.91122,No
21.553,0.40462,-0.153229,8.91361,No
21.579,0.387861,-0.131681,8.90882,No
21.604,0.402226,-0.1652,8.97826,No
21.629,0.42138,-0.11971,8.94234,No
21.655,0.402226,-0.136469,8.92558,No
21.679,0.423774,-0.122104,8.88967,No
21.705,0.399832,-0.160412,9.03093,No
21.838,0.462081,-0.126893,8.91361,No
21.865,0.476446,-0.160412,8.98304,No
21.889,0.466869,-0.11971,8.89925,No
21.916,0.368707,-0.124499,8.61194,No
21.941,0.37589,-0.136469,9.01656,No
21.965,0.438139,-0.1652,8.88009,No
